Movie Name,Storyline,Rating
9053. Bhera,"Bhera is a deeply moving story of loneliness, love, and quiet strength. Anibai spends her days in a remote village, surrounded by silence, while carrying the weight of unspoken emotions. Suresh, lost in the noise of the city, struggles to find a place where he truly belongs. And Vishnu, a deaf orphan, faces a world that looks past him, forcing him to fight for every ounce of understanding. As their lives unfold across the rural landscapes of Kokan, their paths intertwine in unexpected ways, revealing a bond that goes beyond words-a connection of care, compassion, and the kind of love that feels like home. With breathtaking visuals and raw emotion, Bhera reminds us that the most profound connections don't always need words they just need to be felt..",6.9
9054. A Case for Love,"An investigation into how Bishop Michael Curry's teachings of unconditional, sacrificial love are applied in the wider community. Also interviews with well-known personalities and common people.",7.7
9055. Becho,N/A,7.4
9056. Il diavolo è Dragan Cygan,A young factory worker befriends a man with a mysterious past. Their destinies will tragically and irreparably intersect with those of a violent policeman and a wealthy industrialist.,5.5
9057. Make It Look Real,"A local photo studio in Pakistan serves as a vibrant cultural hub where personal dreams and community connections are brought to life through photography. The filmmaker, a displaced native, partners with Sakhi, a photographer yearning for a life abroad, to explore the aesthetics and economics of image-making shaped by sociopolitical influences and social class. As customers enter with their unique fantasies and desires, each photograph emerges as a powerful representation of their aspirations, reflecting the intricate interplay between identity and longing.",7.2
9058. Gintama the Movie 2D: Courtesan of the Nation Arc,N/A,7.7
9059. The Wife That Didnt Know Who She Married,"Searching in the wrong places for love, Tessa finds herself quickly marrying Xavier. In a short amount of time, Tessa finds out everything her newly wedded husband told her was a complete lie. Now she's left to put together pieces of the puzzle to figure out who it is that she really married.",6.5
9060. Point Blank the Documentary,How Lee Marvin and John Boorman's movie Point Blank was made.,9.0
9061. Loud Love,"When deaf gay couple Alan and Brian finally brought hearing twin babies from India to NYC, they didn't expect the kids to scream ""you don't understand me"" at them one day.",8.6
9062. My Rocking Chair,"It is a terrifying story of a young man who suffers from mental illnesses, the loss of his parents, and the lengths he would go to protect what is his.",6.4
9063. Dao yan ni you bing,N/A,3.7
9064. El último viaje,"Dr. Rebolledo Mota aids elderly patients with degenerative diseases, advocating for dignified death as he's done for hundreds. While not all agree, they witness one patient's final journey.",8.8
9065. Mihrez 3: Cin Bebek,N/A,2.8
"9066. Islande, Sur les Traces de la Démocratie","In October 2008, Iceland's financial crisis led to the 'Pots and Pans Revolution,' inspiring a new Constitution through participatory democracy, highlighting citizens' efforts for reform.",9.1
9067. Själen för fan,A reflection on how our society has become a slave under the power of money.,7.2
9068. Black Girls Rock!,N/A,8.5
9069. Hu Tara Vina Kai Nai,"Hu Tara Vina Kai Nai"" revolves around a newly married couple, Parth and Priya. Eager to start their life together, they soon find themselves struggling to live under the same roof just one year into their marriage. As frustrations mount, they contemplate separation. Yet, the love that brought them together keeps them bound. This story is a reminder that in the ease of life, couples often complicate things over small issues. But when true challenges arise, the value of a spouse and partner becomes undeniable. This film is an emotional rollercoaster of love, passion, and music. Get ready to immerse yourself in a story that will tug at your heartstrings and leave you humming its beautiful tunes.From breathtaking visuals to soul-stirring music, every element of this film has been crafted with immense love and dedication.",8.7
9070. Nahnou Fil Dakhil,"After a fifteen-year absence, Farah returns to Lebanon to live with her ageing father. There, the two try to find a common language that will allow them to have one last conversation.",7.5
9071. C'era una volta il Derby Club,The story of the most important stand up comedian joint in all Italian Entertainment history told by the people who started their career there from 1959 to 1984.,7.4
9072. Moya devochka,"Hunter Egor, shocked by the suicide of his only daughter, comes to the city from the taiga. He sacrifices young people who witnessed his daughter's death to the bloody goddess Ilbis. Mysterious murders shake the northern city. One day, Egor meets a girl named Kira, who is the same age as his daughter. A strange relationship develops between the hunter and the young nymphet.",6.3
9073. Miranda de Viernes a Lunes,N/A,6.4
9074. Le Dernier KO,"Carl Strugnell, the world chessboxing champion, is just a few months away from his final battle. It's a challenge that promises to be decisive for the social struggle he's waged all his life, that of revenge for those left behind, to whom he dreams of offering the opportunity to become heroes.",9.5
"9075. Sofa, So Good","An absurdist comedy about two cousins moving their couch across Dayton, Ohio, but they don't have a car....What could go wrong?",6.3
9076. Les Vieux,"They've lived through nearly a century of history's upheavals. Funny, moving, rebellious, they surprise us. Yet their voices are rarely heard. This film invites us to travel across France and meet them: the elderly.",6.8
9077. Novogodnee chudo,"A lyrical New Year's comedy about adults who never stop being children at heart, who hope for a miracle and believe in their dreams.",5.4
9078. Mamino pismo,"The mother and daughter are faced with the question of whether to continue the pregnancy or terminate it. Both are pressured by relatives, friends, and doctors. Both go through a difficult path of decision-making. Each episode of the fictional part shows the life circumstances and the path that a woman goes through when she finds herself in a crisis situation. In documentary inserts, representatives of various professions (psychologists, lawyers, gynecologists, clergy) tell how they encounter the problem of abortion in their lives.",5.0
9079. Red Flower,"At half past six on October 7th, a siren introduces us to Annette and Albert, a retired couple from Sderot. Their son, who visited them on the eve of Simchat Torah, is with his friends at the Nova party, the Hamas Nukhba terrorists are outside their window overlooking the Sderot police station. 25 hours in the couple's life, intense drama outside and inside the house, the same horror is reflected from the window and the television screen.",4.7
9080. The Garden Cadences,"Mollies is a queer-feminist collective that had been living at a trailer park next to Ostkreuz in Berlin for nearly a decade. ""The Garden Cadences"" documents their last summer there before being evicted.",3.5
